,skus,availableColors,bestUse,cleanTitle,skuSizes,styleCheckerLink,sale,partialClearance,clearance,events,imageId,index,prodId,thumbnailImageLink,brand,foundIn,collections,gender,features,freshness,shortDescription,benefit,rating,reviewCount,inventoryUnits,regularPrice,percentageOff,onlineOnly,available,outlet,tags,title,description,link,customFields,colorName,couponEligibility,displayPrice.styleId,displayPrice.min,displayPrice.max,displayPrice.advertisedMin,displayPrice.advertisedMax,displayPrice.compareAt,displayPrice.miscCharge,displayPrice.advertisedCompareAt,displayPrice.minAdvertisedPrice,displayPrice.isMinAdvertisedPriceActive,displayPrice.cartMin,displayPrice.cartMax,displayPrice.priceDisplay.priceDisplayType,displayPrice.priceDisplay.price,displayPrice.priceDisplay.salePrice,displayPrice.priceDisplay.compareAtPrice,displayPrice.priceDisplay.savingsPercent,colorDetails.displayType,colorDetails.selectedColorFamily,colorDetails.featuredVendorColor,colorDetails.selectedVendorColor,colorDetails.colors
9,[],"[{'sku': '1267070001', 'color': 'Gray', 'vendorColor': 'ABYSS GREY'}, {'sku': '1267070004', 'color': 'Red', 'vendorColor': 'RIGBY RED'}, {'sku': '1267070007', 'color': 'Blue', 'vendorColor': 'UNITY BLUE'}]",[],Atmos AG 50 Pack - Men's,,,False,False,False,[],126707,10,126707,https://www.rei.com/media/product/1267070003?size=230,Osprey,,,,,,,Linger on the trail a little longer with the Osprey Atmos AG 50 pack. Its ventilated Anti-Gravity™ suspension system and 9 pockets make it a pleasure to shoulder your backcountry essentials.,4.3659,41,,240,,False,False,False,,Atmos AG 50 Pack - Men's,Linger on the trail a little longer with the Osprey Atmos AG 50 pack. Its ventilated Anti-Gravity™ suspension system and 9 pockets make it a pleasure to shoulder your backcountry essentials.,/product/126707/osprey-atmos-ag-50-pack-mens,[],,,126707,240.0,240.0,,,240.0,,,,,,,PRICE,$240.00,,,,thumbnails,,ABYSS GREY,,"[{'vendorColorName': 'RIGBY RED', 'colorFamily': 'Red', 'swatchURI': None, 'swatchColors': ['#6B0F14'], 'sampleSku': '1267070004', 'imageURIs': ['/media/27f2fb76-4010-4c7e-bc49-2dc85a48ca2f', '/media/9f7f5b29-ce9f-41be-9027-affde98cf777', '/media/f35f71f9-914f-4744-a40a-5810a922fa76', '/media/de9371c7-2302-423c-9093-a6226e62b31c']}, {'vendorColorName': 'UNITY BLUE', 'colorFamily': 'Blue', 'swatchURI': None, 'swatchColors': ['#111E2A'], 'sampleSku': '1267070007', 'imageURIs': ['/media/fa640f14-6e03-48f2-9e1a-8f4e5ba6dec2', '/media/69978573-ace7-4fa4-a774-609b097842e8']}, {'vendorColorName': 'ABYSS GREY', 'colorFamily': 'Gray', 'swatchURI': None, 'swatchColors': ['#484C54'], 'sampleSku': '1267070001', 'imageURIs': ['/media/d67d0533-b44e-45ff-a095-b3378c5240cd', '/media/643f58b7-81b5-44cd-bfa6-e4bafecf41dc']}]"
10,[],"[{'sku': '1863820001', 'color': 'Gray', 'vendorColor': 'ALUMINUM GREY'}, {'sku': '1863820002', 'color': 'Black', 'vendorColor': 'BLACK'}, {'sku': '1863820003', 'color': 'Red', 'vendorColor': 'COSMIC RED'}, {'sku': '1863820004', 'color': 'Purple', 'vendorColor': 'DREAM PURPLE'}, {'sku': '1863820005', 'color': 'Green', 'vendorColor': 'PLANT PRINT'}, {'sku': '1863820007', 'color': 'Blue', 'vendorColor': 'WAVE BLUE'}]",[],Daylite Pack,,,False,False,False,[],186382,11,186382,https://www.rei.com/media/product/1863820001?size=230,Osprey,,,,,,,"Reach for the Osprey Daylite pack whenever you're running everyday errands, heading out of town or just jetting out for a quick hike. It's lightweight, simple, durable and comfortable.",4.2,5,,60,,False,False,False,,Daylite Pack,"Reach for the Osprey Daylite pack whenever you're running everyday errands, heading out of town or just jetting out for a quick hike. It's lightweight, simple, durable and comfortable.",/product/186382/osprey-daylite-pack,[],,,186382,60.0,60.0,,,60.0,,,,,,,PRICE,$60.00,,,,thumbnails,,ALUMINUM GREY,,"[{'vendorColorName': 'BLACK', 'colorFamily': 'Black', 'swatchURI': None, 'swatchColors': ['#292A29'], 'sampleSku': '1863820002', 'imageURIs': ['/media/83050544-b852-4fcb-87c7-e8653e328707', '/media/c8e414af-dc6b-48a9-883b-7657505cf6c1']}, {'vendorColorName': 'ALUMINUM GREY', 'colorFamily': 'Gray', 'swatchURI': None, 'swatchColors': ['#ADAEB0', '#2A3B46'], 'sampleSku': '1863820001', 'imageURIs': ['/media/14f6663b-7304-4015-b04e-7cd7b2abbe64', '/media/7fa10973-3147-45b3-8168-32aa07aa907b']}, {'vendorColorName': 'WAVE BLUE', 'colorFamily': 'Blue', 'swatchURI': None, 'swatchColors': ['#243E53'], 'sampleSku': '1863820007', 'imageURIs': ['/media/6c4953c6-504d-43db-b678-9f79c3beff98', '/media/4deceee4-e0e7-4162-aa9c-d03c7fa3379b', '/media/17f710fe-1133-42cf-ada9-8307d0fea505', '/media/b9537ff7-b106-4851-b7da-dd161a2514d2', '/media/de4a1314-b2d0-4724-bf25-87d2992334e8', '/media/2d3990b8-d198-4886-b109-83dddaaa16c1', '/media/673e7b07-f4dc-41ea-a44a-0a3b33cea30c', '/media/3977e0be-5cfd-448e-97f7-a47a84d7b0c3']}, {'vendorColorName': 'COSMIC RED', 'colorFamily': 'Red', 'swatchURI': None, 'swatchColors': ['#85192B', '#E2DDDE'], 'sampleSku': '1863820003', 'imageURIs': ['/media/508f6c5a-2e0d-4f32-8a8b-84fd5cfb45da', '/media/4debe534-7de1-4ab8-b909-1624c54a50d4', '/media/73db3b5f-d034-4ccc-8d07-ad943781af50', '/media/80cf31ac-cf84-4b7b-b3f6-275722259eb6', '/media/e2f0dda8-1b08-44dd-8b7d-4e7d0cd616ef', '/media/97dd5b74-12de-48f8-901c-f23bc7439d7d']}, {'vendorColorName': 'DREAM PURPLE', 'colorFamily': 'Purple', 'swatchURI': None, 'swatchColors': ['#483C61'], 'sampleSku': '1863820004', 'imageURIs': ['/media/45957f0f-f9dc-4ed1-ab74-3e26da170042', '/media/3392c184-5c5a-4232-a172-f374a4900aa0']}, {'vendorColorName': 'PLANT PRINT', 'colorFamily': 'Green', 'swatchURI': None, 'swatchColors': ['#234B4E', '#5E8381'], 'sampleSku': '1863820005', 'imageURIs': ['/media/85ecbc80-6826-4eaf-8ad7-c0204ea2aaeb', '/media/14aa81fc-3ee3-480f-884a-be6cb4548baa', '/media/d8f6de97-d8e6-462d-9e73-9f52b566b22b', '/media/2dd1fdea-7a1d-4ef1-9aa0-de8874240b7f']}]"
11,[],"[{'sku': '1740240001', 'color': 'Blue', 'vendorColor': 'OPTIC BLUE'}]",[],3D Hydro Reservoir - 2 Liters,,,False,False,False,[],174024,12,174024,https://www.rei.com/media/product/1740240001?size=230,Gregory,,,,,,,"The unique, soft-molded design of the 2-liter Gregory 3D Hydro reservoir provides comfort and stability on the trail and dries quickly thanks to the integrated hanger.",4.6238,101,,37.95,,False,False,False,,3D Hydro Reservoir - 2 Liters,"The unique, soft-molded design of the 2-liter Gregory 3D Hydro reservoir provides comfort and stability on the trail and dries quickly thanks to the integrated hanger.",/product/174024/gregory-3d-hydro-reservoir-2-liters,[],,,174024,37.95,37.95,,,37.95,,,,,,,PRICE,$37.95,,,,thumbnails,,OPTIC BLUE,,"[{'vendorColorName': 'OPTIC BLUE', 'colorFamily': 'Blue', 'swatchURI': None, 'swatchColors': ['#ACCCE8', '#27456D'], 'sampleSku': '1740240001', 'imageURIs': ['/media/c4b0aacc-ca58-437e-8164-3898e4a5fa61', '/media/8d257fb5-9bbe-41de-b56f-3564b4be5ede', '/media/2b43dd6c-129d-4b9c-a2c7-294f5f8662e2', '/media/916b1782-1257-4dc8-bfe0-7b8188839df4', '/media/a9f28ced-ce04-413a-8c31-6055c28b0302', '/media/d59b3031-3f12-45c1-8168-b871f7194566', '/media/017f1723-f86e-41ea-858b-03c3717d51ad', '/media/e85e9c39-4a04-43d0-9bbc-476b7690f96d', '/media/6975a2e4-fb98-405f-8f3e-8ad82e81872b', '/media/7e294c69-b5f5-48a8-866c-e2ae1ccd37c0', '/media/59101431-3a89-47de-88e2-0dab37c5dd5e', '/media/f404bc6f-fcb6-4e23-bcd0-945f0265519d']}]"
12,[],"[{'sku': '1267090001', 'color': 'Black', 'vendorColor': 'BLAZE BLACK'}, {'sku': '1267090004', 'color': 'Green', 'vendorColor': 'TUNNEL GREEN'}]",[],Exos 58 Pack - Men's,,,False,False,False,[],126709,13,126709,https://www.rei.com/media/product/1267090001?size=230,Osprey,,,,,,,"Light on the scale but not on comfort, the ultralight Osprey Exos 58 pack offers a ventilated suspension system that evenly distributes weight and offers a supportive fit for logging big miles.",4.2824,85,,220,,False,False,False,,Exos 58 Pack - Men's,"Light on the scale but not on comfort, the ultralight Osprey Exos 58 pack offers a ventilated suspension system that evenly distributes weight and offers a supportive fit for logging big miles.",/product/126709/osprey-exos-58-pack-mens,[],,,126709,220.0,220.0,,,220.0,,,,,,,PRICE,$220.00,,,,thumbnails,,TUNNEL GREEN,,"[{'vendorColorName': 'BLAZE BLACK', 'colorFamily': 'Black', 'swatchURI': None, 'swatchColors': ['#4B4646', '#EBBBAE'], 'sampleSku': '1267090001', 'imageURIs': ['/media/0b2bbe28-560b-4cd3-b401-61bcc0417b31', '/media/01c4deed-6510-46b2-9145-a0fd891512c6', '/media/34bf34cb-bcd5-4bc0-9668-439b595e241b', '/media/70c9556f-ddee-438c-a7f9-192a17655d06']}, {'vendorColorName': 'TUNNEL GREEN', 'colorFamily': 'Green', 'swatchURI': None, 'swatchColors': ['#364F2F'], 'sampleSku': '1267090004', 'imageURIs': ['/media/45116072-0bc8-45f1-9bbe-d4335d32908c', '/media/d9edd86b-d5e6-48b0-acbe-39885a90ea9d']}]"
13,[],"[{'sku': '1775730001', 'color': 'Black', 'vendorColor': 'STEALTH BLACK'}, {'sku': '1775730005', 'color': 'Gray', 'vendorColor': 'ECLIPSE GREY'}, {'sku': '1775730007', 'color': 'Green', 'vendorColor': 'LIMON GREEN'}]",[],Talon 22 Pack - Men's,,,False,False,False,[],177573,14,177573,https://www.rei.com/media/product/1775730001?size=230,Osprey,,,,,,,"Bring hydration, food and extra layers along wherever your imagination takes you with the men's Osprey Talon 22 pack, your new favorite day-hiking, biking or peak-bagging carry solution.",4.4545,11,,130,,False,False,False,,Talon 22 Pack - Men's,"Bring hydration, food and extra layers along wherever your imagination takes you with the men's Osprey Talon 22 pack, your new favorite day-hiking, biking or peak-bagging carry solution.",/product/177573/osprey-talon-22-pack-mens,[],,,177573,130.0,130.0,,,130.0,,,,,,,PRICE,$130.00,,,,thumbnails,,ECLIPSE GREY,,"[{'vendorColorName': 'STEALTH BLACK', 'colorFamily': 'Black', 'swatchURI': None, 'swatchColors': ['#202120'], 'sampleSku': '1775730001', 'imageURIs': ['/media/39d4efbf-13e8-4128-b3ce-79993ab8b5b9', '/media/20b0381b-d5e1-42c9-9a01-5cb87357c4e2', '/media/31beee40-5d99-436a-b699-5416e365fc75', '/media/b5fb2518-fffc-468d-b691-1d8497fb773e', '/media/ae55608a-e3b5-43ca-8798-5668b2a9d0f0']}, {'vendorColorName': 'LIMON GREEN', 'colorFamily': 'Green', 'swatchURI': None, 'swatchColors': ['#8FAF3B', '#181C16'], 'sampleSku': '1775730007', 'imageURIs': ['/media/12a7ed07-f628-49d0-b078-2db3e788ec57', '/media/b9a6fe8d-97b2-4bde-a718-12240b78037a', '/media/dc54b0d6-cb34-49af-a3e1-3b96889d3675', '/media/3840a0ad-d861-4fa5-a66b-2f3f2ba857aa']}, {'vendorColorName': 'ECLIPSE GREY', 'colorFamily': 'Gray', 'swatchURI': None, 'swatchColors': ['#3A3D42'], 'sampleSku': '1775730005', 'imageURIs': ['/media/f32fdee2-03aa-442c-bfde-63c1189cb559', '/media/969d36f4-65b4-473f-a037-813a0d3961ee']}]"
14,[],"[{'sku': '1485890001', 'color': 'Gray', 'vendorColor': 'ASPHALT'}, {'sku': '1485890007', 'color': 'Yellow', 'vendorColor': 'OLIVE OIL'}]",[],Flash 55 Pack - Men's,,,False,False,False,[],148589,15,148589,https://www.rei.com/media/product/1485890001?size=230,REI Co-op,,,,,,,"Loaded for a week or stripped down for an overnighter, the men's REI Co-op Flash 55 pack keeps your load stable and steady. Seamlessly integrated suspension makes your hike cool and comfortable.",4.4024,82,,199,,False,False,False,,Flash 55 Pack - Men's,"Loaded for a week or stripped down for an overnighter, the men's REI Co-op Flash 55 pack keeps your load stable and steady. Seamlessly integrated suspension makes your hike cool and comfortable.",/product/148589/rei-co-op-flash-55-pack-mens,[],,,148589,199.0,199.0,,,199.0,,,,,,,PRICE,$199.00,,,,thumbnails,,ASPHALT,,"[{'vendorColorName': 'OLIVE OIL', 'colorFamily': 'Yellow', 'swatchURI': None, 'swatchColors': ['#B19B38', '#E5E4E0'], 'sampleSku': '1485890007', 'imageURIs': ['/media/87d44178-7ee2-4aa6-96fd-116655491ce0', '/media/0c4da460-df40-470c-8a3f-b51e16991180', '/media/ac9283f6-7e7f-4489-b333-eea195127b08', '/media/c2fddd1c-5052-4d6e-9fbd-3444c7fa50e6', '/media/8af4b8a0-7776-480f-9e82-e2d6be4fce87', '/media/d38b811e-2aef-4428-a6c2-424e665d3297', '/media/5fe1f6e3-459b-47a9-bc9c-7f746ac61921', '/media/4c42e5cd-b805-4819-85b9-7d1ea62e0599', '/media/a2ccf7be-c72a-4845-997e-3c87de6b1e1d', '/media/277b6d59-33a5-4f0b-a8fa-1c62cc2d7123']}, {'vendorColorName': 'ASPHALT', 'colorFamily': 'Gray', 'swatchURI': None, 'swatchColors': ['#666365'], 'sampleSku': '1485890001', 'imageURIs': ['/media/f0203025-e938-4381-bbff-be9198087883', '/media/06b220d3-cb62-4b3a-b9aa-a2a39e8e2a06', '/media/85cf5c43-8422-45b6-a977-928dc838f638', '/media/cf3be12c-4432-4c34-9bf0-7c635f3ce829', '/media/3265a4f5-0f91-4ae8-8493-81c191929d33', '/media/47d5a534-b8dc-4811-bc60-2e163d3532c7', '/media/37602a13-ba58-4973-a7f4-8a29dbd4f0f3', '/media/dc861b33-df48-4cf0-a206-dc75ba865ff4', '/media/18dfe20c-b3ae-4d3c-bd8b-c61e30478aeb', '/media/bd5aed71-0a91-4797-8117-3068f3ef13ec', '/media/6235b953-c029-4388-ab4c-b11e09404736', '/media/4434ee9c-ca6b-4a17-91d1-ff1120ba5fae']}]"
15,[],"[{'sku': '1486710001', 'color': 'Gray', 'vendorColor': 'CASTLEROCK'}, {'sku': '1486710004', 'color': 'Yellow', 'vendorColor': 'OLIVE OIL'}]",[],Flash 55 Pack - Women's,,,False,False,False,[],148671,16,148671,https://www.rei.com/media/product/1486710001?size=230,REI Co-op,,,,,,,The women's REI Co-op Flash 55 pack offers options to keep your load stable and steady no matter how you hike—fast and light or fully loaded. Well-integrated suspension adds carrying comfort.,4.5652,46,,199,,False,False,False,,Flash 55 Pack - Women's,The women's REI Co-op Flash 55 pack offers options to keep your load stable and steady no matter how you hike—fast and light or fully loaded. Well-integrated suspension adds carrying comfort.,/product/148671/rei-co-op-flash-55-pack-womens,[],,,148671,199.0,199.0,,,199.0,,,,,,,PRICE,$199.00,,,,thumbnails,,CASTLEROCK,,"[{'vendorColorName': 'OLIVE OIL', 'colorFamily': 'Yellow', 'swatchURI': None, 'swatchColors': ['#A38134', '#C9AA59', '#EAE8E4'], 'sampleSku': '1486710004', 'imageURIs': ['/media/5c02bd53-2333-43dd-a261-dc7329056d4c', '/media/a294dae0-49a1-490e-8deb-d9ecc90648f8', '/media/f546bd0e-4c8c-4c4d-8fa4-2ff49f019f6f', '/media/3e1cebb2-7d11-412f-b689-df69643e0271', '/media/ff80edff-f9c9-4e92-bcac-d50c18ca9d81', '/media/1e4d6100-af23-4954-b40d-97d7bcb6ff4b', '/media/f8a17bc9-dfbd-4f86-a990-bfd856b5bb07', '/media/e1d86980-c35d-47fa-9bdc-90a96ee6c93d', '/media/741883f0-215a-433f-ae5d-04e8bfca7bd1', '/media/e231effb-71de-4d08-bf17-ffcf72cc34e6', '/media/176349d0-7fcf-4d01-a12f-bb8241808407', '/media/91c53adf-8232-4828-a80d-e941deaa3912']}, {'vendorColorName': 'CASTLEROCK', 'colorFamily': 'Gray', 'swatchURI': None, 'swatchColors': ['#8D8A8A', '#525051'], 'sampleSku': '1486710001', 'imageURIs': ['/media/f224f8c6-73ca-46e3-9e0b-52c5961ce27d', '/media/7fe327f8-a07c-44c3-8f00-c2ea219f22a6', '/media/db5fd516-0055-4c80-b8bd-ace864a11e6d', '/media/b9b0f3ae-9dc6-4a52-b6a5-c1ec006423cd', '/media/12e25b15-41ed-4ff7-b2c8-7822072fec44', '/media/6a3de66b-0d42-4e31-baf1-6c3e810245c1', '/media/d97a3f14-02af-484d-9f43-c0a5840c9571', '/media/26c74678-c082-40d0-b411-d8b19483e1d8', '/media/09a9adcd-8b5e-429c-acc6-55a612a37324', '/media/a3d18277-6af2-40a5-a3a7-5ead9f5876b9']}]"
16,[],"[{'sku': '1447620001', 'color': 'Red', 'vendorColor': 'PLUM RED'}, {'sku': '1447620003', 'color': 'Blue', 'vendorColor': 'SAPPHIRE BLUE'}]",[],Skimmer 28 Hydration Pack - Women's,,,False,False,False,[],144762,17,144762,https://www.rei.com/media/product/1447620003?size=230,Osprey,,,,,,,Stay happy and hydrated on the trail with the women's Osprey Skimmer 28 hydration pack. It comfortably carries a day's worth of water and supplies.,4.7333,15,,130,,False,False,False,,Skimmer 28 Hydration Pack - Women's,Stay happy and hydrated on the trail with the women's Osprey Skimmer 28 hydration pack. It comfortably carries a day's worth of water and supplies.,/product/144762/osprey-skimmer-28-hydration-pack-womens,[],,,144762,130.0,130.0,,,130.0,,,,,,,PRICE,$130.00,,,,thumbnails,,SAPPHIRE BLUE,,"[{'vendorColorName': 'PLUM RED', 'colorFamily': 'Red', 'swatchURI': None, 'swatchColors': ['#491425'], 'sampleSku': '1447620001', 'imageURIs': ['/media/063371a5-d628-4549-8476-65a4a6d83530', '/media/8a52568b-a369-46de-b3b0-d81f2fcfac99', '/media/06b8627e-08e4-402f-8b55-be2d35f77294', '/media/790e49b0-0f69-4f88-8f62-ee5b4d4ed9c8', '/media/d789e00e-74b7-4dda-853b-230222f4888b', '/media/f171c9f3-7a0e-4c2a-b7f8-e012b65049d5']}, {'vendorColorName': 'SAPPHIRE BLUE', 'colorFamily': 'Blue', 'swatchURI': None, 'swatchColors': ['#0C4E63'], 'sampleSku': '1447620003', 'imageURIs': ['/media/e1fc8d4f-5de3-4dba-99b8-17d9d14c1b09', '/media/f2612da4-d620-42e4-9596-27e9b6b11a0e']}]"
17,[],"[{'sku': '1684850001', 'color': 'Black', 'vendorColor': 'BLACK'}, {'sku': '1684850003', 'color': 'Blue', 'vendorColor': 'INDIGO'}, {'sku': '1684850005', 'color': 'Brown', 'vendorColor': 'RUSTIC GOLD'}]",[],Trail 40 Pack - Men's,,,False,False,False,[],168485,18,168485,https://www.rei.com/media/product/1684850006?size=230,REI Co-op,,,,,,,"Built for comfort, the REI Co-op Trail 40 pack holds plenty of gear for day hikes, overnights and travel. It gives you easy access to your stuff and has tons of handy organizer pockets.",4.8182,33,,129,,False,False,False,,Trail 40 Pack - Men's,"Built for comfort, the REI Co-op Trail 40 pack holds plenty of gear for day hikes, overnights and travel. It gives you easy access to your stuff and has tons of handy organizer pockets.",/product/168485/rei-co-op-trail-40-pack-mens,[],,,168485,129.0,129.0,,,129.0,,,,,,,PRICE,$129.00,,,,thumbnails,,INDIGO,,"[{'vendorColorName': 'BLACK', 'colorFamily': 'Black', 'swatchURI': None, 'swatchColors': ['#3C3C3C'], 'sampleSku': '1684850001', 'imageURIs': ['/media/d28aea82-9a64-4119-af4b-66ea10cb95ab', '/media/d1980e9c-abe5-4914-b66b-65bfdeedba2f', '/media/99a723c3-ea20-4ecf-bb0f-0709d6126be4', '/media/1206ef4a-171e-437a-a57b-866ed293b3af', '/media/8460d0fe-34ce-4b9d-bc81-43135615ec6c', '/media/ea188b06-5619-417f-b15a-1ed8decec433', '/media/68beeec6-072c-4db4-bf9c-0e0a32c5fc04']}, {'vendorColorName': 'INDIGO', 'colorFamily': 'Blue', 'swatchURI': None, 'swatchColors': ['#305273'], 'sampleSku': '1684850003', 'imageURIs': ['/media/a39e6a25-87fb-4233-b272-925e69ed02e0', '/media/51d5c0a2-2f0e-4fdd-b755-aa4e1aa964ae', '/media/98a389b2-cfd3-44f0-a04a-ebacbed8bc69', '/media/3c936583-fdb8-4d82-b303-1718844be051', '/media/e4f08c1e-b5f7-46df-a711-4fb5f2f59b5f', '/media/dca51ad5-e7f4-4fce-9c26-d33d54eee478', '/media/90dde363-7de2-4799-98ff-166ff5b1c3c0', '/media/ee9c7354-1a56-40e0-98f6-44b7ab47f8e7', '/media/9109f342-1002-46c7-acb1-8b0d572df59d']}, {'vendorColorName': 'RUSTIC GOLD', 'colorFamily': 'Brown', 'swatchURI': None, 'swatchColors': ['#D88C2A', '#ECE9E5'], 'sampleSku': '1684850005', 'imageURIs': ['/media/f97f0b60-616a-4cd5-92f7-e0304e650a6a', '/media/444007b9-a656-463b-8121-264c07db8a0f', '/media/9f787921-5098-47bd-a5a3-0a60c9bf2c58', '/media/c4b18aab-4635-4a3a-aae9-7bc6906bd24c', '/media/07d6b9ed-6bff-462d-b489-fb8d4a27b394', '/media/f520e794-d89e-4d31-963e-d7ee9db45876', '/media/992293d1-0b23-4e99-8b27-730b6256f066', '/media/1c0e5e6d-ae0c-493d-84a6-e6b825185a63', '/media/d2b77ee1-3157-4259-a825-73ed2d75872d', '/media/7662ad14-2fae-4cee-8eb0-a89a449d1908', '/media/3fc514db-3d42-4110-90e8-aebe74d57d51']}]"
18,[],"[{'sku': '8670580001', 'color': 'Gray', 'vendorColor': 'GRAY'}]",[],Ultra-Sil Compression Dry Sack,,,False,False,False,[],867058,19,867058,https://www.rei.com/media/product/8670580001?size=230,Sea to Summit,,,,,,,"The lightweight, waterproof Sea to Summit Ultra-Sil® Compression Dry Sack compresses your clothing and gear to 1/3 the volume while keeping it dry.",4.5366,82,,52.95,,False,False,False,,Ultra-Sil Compression Dry Sack,"The lightweight, waterproof Sea to Summit Ultra-Sil® Compression Dry Sack compresses your clothing and gear to 1/3 the volume while keeping it dry.",/product/867058/sea-to-summit-ultra-sil-compression-dry-sack,[],,,867058,36.95,52.95,,,52.95,,,,,,,PRICE_RANGE,$36.95 - $52.95,,,,thumbnails,,GRAY,,"[{'vendorColorName': 'GRAY', 'colorFamily': 'Gray', 'swatchURI': None, 'swatchColors': ['#B5B9BC', '#2E3134'], 'sampleSku': '8670580001', 'imageURIs': ['/media/bfb0bda4-1336-452e-898a-12b5ed13a610', '/media/ca8b5da6-0071-4e16-bd8a-7b904f51e817', '/media/6703a804-ca00-4af4-a382-a61fe71a3cb7', '/media/b80290b2-7052-4285-b782-5b7a306deed3', '/media/3cfb53b1-c74d-46b7-a62a-3f6f38d98147', '/media/58eae738-170e-4dcf-a7be-d017e94e6230', '/media/fddb00af-167a-40d9-9483-c00269758892', '/media/9d367589-b5d1-45b5-9420-b329bfab06af', '/media/ce5d3e56-bcdb-4825-a8ed-61f4cff5575c']}]"
